ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
22,Barcelona,Barcelona Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Medjedovic H.,Trungelliti M.,88,79,664,732,7,5,6,4,,,,,,,2,0,Completed,1.36,3.2,,,1.38,3.3,1.35,3.11,1.42,3.3
22,Barcelona,Barcelona Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Borges N.,Mannarino A.,52,46,895,1025,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,,,1.22,5,1.2,4.4,1.24,5
22,Barcelona,Barcelona Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Jodar R.,Munar J.,55,38,886,1175,6,1,6,2,,,,,,,2,0,Completed,1.4,3,,,1.44,3.1,1.39,2.93,1.42,3.25
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,De Minaur A.,Ofner S.,7,86,3895,673,7,6,6,4,,,,,,,2,0,Completed,1.17,5,,,1.19,5.5,1.17,4.89,1.18,6.2
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Sonego L.,Martinez P.,66,125,810,496,6,2,2,6,6,4,,,,,2,1,Completed,2.75,1.44,,,2.75,1.5,2.6,1.48,2.66,1.59
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Musetti L.,Landaluce M.,9,101,3625,634,7,5,6,2,,,,,,,2,0,Completed,1.22,4.33,,,1.25,4.6,1.22,4.14,1.23,5.1
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Khachanov K.,64,14,825,2410,6,3,6,4,,,,,,,2,0,Completed,2.5,1.53,,,2.6,1.62,2.39,1.55,2.42,1.7
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Machac T.,Baez S.,47,57,980,880,2,6,6,4,6,1,,,,,2,1,Completed,1.57,2.38,,,1.67,2.38,1.61,2.26,1.75,2.32
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Alcaraz C.,Virtanen O.,2,130,13240,487,6,4,6,2,,,,,,,2,0,Completed,1.01,21,,,1.03,23,1.02,14.85,1.03,30
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Cerundolo J.M.,33,69,1385,803,6,3,7,5,,,,,,,2,0,Completed,2,1.8,,,2.1,1.83,2.01,1.77,2.18,1.84
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Rublev A.,Navone M.,15,44,2350,1085,6,4,7,5,,,,,,,2,0,Completed,1.57,2.38,,,1.67,2.38,1.63,2.22,1.72,2.36
22,Barcelona,Barcelona Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Fils A.,Atmane T.,30,41,1440,1108,4,6,6,4,7,6,,,,,2,1,Completed,1.17,5,,,1.18,5,1.17,4.85,1.22,5.3
22,Barcelona,Barcelona Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Borges N.,Etcheverry T.,52,29,895,1590,6,3,7,6,,,,,,,2,0,Completed,3.5,1.3,,,3.5,1.33,3.35,1.31,3.85,1.34
22,Barcelona,Barcelona Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Medjedovic H.,De Minaur A.,88,7,664,3895,6,3,6,4,,,,,,,2,0,Completed,3.5,1.3,,,3.5,1.4,3.09,1.35,3.4,1.4
22,Barcelona,Barcelona Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Jodar R.,Ugo Carabelli C.,55,64,886,825,6,3,6,3,,,,,,,2,0,Completed,1.2,4.5,,,1.22,4.6,1.2,4.32,1.23,5.1
22,Barcelona,Barcelona Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Norrie C.,Quinn E.,24,50,1778,927,6,3,4,6,6,4,,,,,2,1,Completed,1.5,2.63,,,1.53,2.65,1.5,2.54,1.63,2.56
22,Barcelona,Barcelona Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Machac T.,Alcaraz C.,47,2,980,13240,,,,,,,,,,,,,Walkover,4.5,1.2,,,7,1.22,5.58,1.14,1.14,1.5
22,Barcelona,Barcelona Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Rublev A.,Sonego L.,15,66,2350,810,6,2,6,3,,,,,,,2,0,Completed,1.25,4,,,1.26,4.2,1.25,3.86,1.28,4.4
22,Barcelona,Barcelona Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Musetti L.,Moutet C.,9,31,3625,1433,6,3,6,4,,,,,,,2,0,Completed,1.25,4,,,1.3,4,1.25,3.76,1.29,4.3
22,Barcelona,Barcelona Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Fils A.,Nakashima B.,30,33,1440,1385,6,2,6,3,,,,,,,2,0,Completed,1.29,3.75,,,1.3,4.33,1.27,3.67,1.3,4.2
22,Barcelona,Barcelona Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Medjedovic H.,Borges N.,88,52,664,895,7,6,6,2,,,,,,,2,0,Completed,1.44,2.75,,,1.52,2.75,1.47,2.64,1.5,2.96
22,Barcelona,Barcelona Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Rublev A.,Machac T.,15,47,2350,980,6,4,6,3,,,,,,,2,0,Completed,1.62,2.3,,,1.68,2.32,1.64,2.22,1.78,2.28
22,Barcelona,Barcelona Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Fils A.,Musetti L.,30,9,1440,3625,6,3,6,4,,,,,,,2,0,Completed,1.91,1.91,,,1.93,1.91,1.88,1.88,1.91,2.06
22,Barcelona,Barcelona Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Jodar R.,Norrie C.,55,24,886,1778,6,3,6,2,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.6,1.31,3.33,1.36,3.7
22,Barcelona,Barcelona Open,4/18/2026,ATP500,Outdoor,Clay,Semifinals,3,Rublev A.,Medjedovic H.,15,88,2350,664,3,6,6,2,6,2,,,,,2,1,Completed,1.53,2.5,,,1.57,2.5,1.54,2.42,1.59,2.64
22,Barcelona,Barcelona Open,4/18/2026,ATP500,Outdoor,Clay,Semifinals,3,Fils A.,Jodar R.,30,55,1440,886,3,6,6,3,6,2,,,,,2,1,Completed,1.62,2.3,,,1.63,2.38,1.59,2.29,1.67,2.48
22,Barcelona,Barcelona Open,4/19/2026,ATP500,Outdoor,Clay,The Final,3,Fils A.,Rublev A.,30,15,1440,2350,6,2,7,6,,,,,,,2,0,Completed,1.4,3,,,1.42,3.05,1.39,2.91,1.44,3.25
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Rinderknech A.,Michelsen A.,26,36,1676,1200,6,3,6,3,,,,,,,2,0,Completed,1.67,2.2,,,1.67,2.3,1.62,2.24,1.74,2.32
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Huesler M.,49,340,931,148,7,6,6,3,,,,,,,2,0,Completed,1.25,4,,,1.32,4,1.28,3.53,1.28,4.5
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Nagal S.,19,292,2020,179,6,2,6,2,,,,,,,2,0,Completed,1.05,11,,,1.06,11,1.05,9.73,1.05,15
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Diallo G.,Sachko V.,37,208,1175,282,6,1,6,2,,,,,,,2,0,Completed,1.62,2.3,,,1.62,2.38,1.59,2.29,1.67,2.46
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Shelton B.,Nava E.,6,112,3900,580,7,6,3,6,6,3,,,,,2,1,Completed,1.33,3.4,,,1.36,4,1.3,3.46,1.32,4
23,Munich,BMW Open,4/13/2026,ATP500,Outdoor,Clay,1st Round,3,Blockx A.,Hanfmann Y.,71,51,772,899,7,6,6,2,,,,,,,2,0,Completed,1.91,1.91,,,1.91,2.2,1.86,1.91,2,1.98
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Shapovalov D.,Griekspoor T.,39,32,1120,1430,6,4,3,6,6,2,,,,,2,1,Completed,1.8,2,,,2,2,1.86,1.9,2.08,1.9
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Fonseca J.,Tabilo A.,35,45,1315,1068,7,6,6,3,,,,,,,2,0,Completed,1.4,3,,,1.42,3,1.4,2.85,1.44,3.2
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Darderi L.,Zhang Zh.,21,242,1920,230,7,6,3,6,6,1,,,,,2,1,Completed,1.33,3.4,,,1.33,3.7,1.32,3.3,1.36,3.7
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Zverev A.,Kecmanovic M.,3,58,5555,875,6,3,3,6,7,6,,,,,2,1,Completed,1.14,5.5,,,1.17,5.5,1.15,5.13,1.18,6.4
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Cobolli F.,Dedura D.,16,258,2320,210,6,4,7,5,,,,,,,2,0,Completed,1.22,4.33,,,1.25,4.33,1.22,4.01,1.27,4.4
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Kopriva V.,Engel J.,77,184,738,323,6,3,5,7,6,2,,,,,2,1,Completed,1.33,3.4,,,1.37,3.5,1.33,3.26,1.34,3.9
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Altmaier D.,Cilic M.,56,48,880,950,6,2,6,3,,,,,,,2,0,Completed,2.2,1.67,,,2.3,1.68,2.18,1.66,2.3,1.74
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Molcan A.,Bublik A.,166,11,376,3445,6,4,6,2,,,,,,,2,0,Completed,3.4,1.33,,,3.5,1.33,3.36,1.31,3.9,1.33
23,Munich,BMW Open,4/14/2026,ATP500,Outdoor,Clay,1st Round,3,Bergs Z.,Topo M.,40,260,1110,208,6,1,6,4,,,,,,,2,0,Completed,1.22,4.33,,,1.22,4.35,1.22,4.17,1.26,4.7
23,Munich,BMW Open,4/15/2026,ATP500,Outdoor,Clay,1st Round,3,Marozsan F.,Tsitsipas S.,42,67,1105,805,3,6,7,6,6,4,,,,,2,1,Completed,2.3,1.62,,,2.38,1.67,2.27,1.6,2.62,1.6
23,Munich,BMW Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Fonseca J.,Rinderknech A.,35,26,1315,1676,6,3,6,2,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.5,1.3,3.39,1.37,3.65
23,Munich,BMW Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Shelton B.,Blockx A.,6,71,3900,772,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.66,2.18,1.86,2.16
23,Munich,BMW Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Cobolli F.,Bergs Z.,16,40,2320,1110,6,2,6,3,,,,,,,2,0,Completed,1.57,2.38,,,1.67,2.38,1.62,2.24,1.8,2.24
23,Munich,BMW Open,4/15/2026,ATP500,Outdoor,Clay,2nd Round,3,Kopriva V.,Darderi L.,77,21,738,1920,2,6,6,4,6,1,,,,,2,1,Completed,3.4,1.33,,,3.4,1.4,3.19,1.34,3.5,1.39
23,Munich,BMW Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo F.,Van De Zandschulp B.,19,49,2020,931,6,3,6,0,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.5,1.31,3.38,1.35,3.8
23,Munich,BMW Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Molcan A.,Altmaier D.,166,56,376,880,6,4,7,6,,,,,,,2,0,Completed,2.2,1.67,,,2.2,1.74,2.11,1.7,2.42,1.69
23,Munich,BMW Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Zverev A.,Diallo G.,3,37,5555,1175,6,1,6,2,,,,,,,2,0,Completed,1.07,9,,,1.08,9,1.07,7.9,1.09,11
23,Munich,BMW Open,4/16/2026,ATP500,Outdoor,Clay,2nd Round,3,Shapovalov D.,Marozsan F.,39,42,1120,1105,7,6,6,2,,,,,,,2,0,Completed,2.1,1.73,,,2.15,1.75,2.08,1.72,2.08,1.89
23,Munich,BMW Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Cobolli F.,Kopriva V.,16,77,2320,738,6,3,6,2,,,,,,,2,0,Completed,1.4,3,,,1.4,3.15,1.36,3.01,1.45,3.2
23,Munich,BMW Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Zverev A.,Cerundolo F.,3,19,5555,2020,5,7,6,0,6,2,,,,,2,1,Completed,1.36,3.2,,,1.4,3.25,1.35,3.08,1.42,3.3
23,Munich,BMW Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Shelton B.,Fonseca J.,6,35,3900,1315,6,3,3,6,6,3,,,,,2,1,Completed,2.75,1.44,,,2.75,1.49,2.69,1.44,3,1.49
23,Munich,BMW Open,4/17/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Molcan A.,Shapovalov D.,166,39,376,1120,6,4,6,4,,,,,,,2,0,Completed,2.2,1.67,,,2.2,1.8,2.12,1.7,2.36,1.72
23,Munich,BMW Open,4/18/2026,ATP500,Outdoor,Clay,Semifinals,3,Cobolli F.,Zverev A.,16,3,2320,5555,6,3,6,3,,,,,,,2,0,Completed,5,1.17,,,5,1.2,4.71,1.18,5.7,1.2
23,Munich,BMW Open,4/18/2026,ATP500,Outdoor,Clay,Semifinals,3,Shelton B.,Molcan A.,6,166,3900,376,6,3,6,4,,,,,,,2,0,Completed,1.44,2.75,,,1.44,3.5,1.36,3.07,1.44,3.2
23,Munich,BMW Open,4/19/2026,ATP500,Outdoor,Clay,The Final,3,Shelton B.,Cobolli F.,6,16,3900,2320,6,2,7,5,,,,,,,2,0,Completed,1.91,1.91,,,2,2.03,1.88,1.87,2.08,1.91
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Bergs Z.,51,44,950,1060,4,6,6,3,6,4,,,,,2,1,Completed,2,1.8,,,2,1.91,1.94,1.84,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Nava E.,Brooksby J.,116,61,549,852,6,3,7,5,,,,,,,2,0,Completed,1.5,2.63,,,1.53,2.75,1.48,2.6,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Kopriva V.,Zhang Zh.,66,245,826,230,6,2,6,0,,,,,,,2,0,Completed,2,1.8,,,2.1,1.93,1.94,1.82,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Buse I.,Mannarino A.,58,46,864,1025,6,4,6,2,,,,,,,2,0,Completed,1.14,5.5,,,1.18,6,1.15,5.22,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Dzumhur D.,Bellucci M.,84,78,694,734,6,2,6,4,,,,,,,2,0,Completed,2,1.8,,,2.1,1.83,2.02,1.76,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Prizmic D.,Berrettini M.,87,92,670,650,6,3,6,4,,,,,,,2,0,Completed,2.5,1.53,,,2.5,1.73,2.21,1.64,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Muller A.,81,95,709,641,7,6,6,0,,,,,,,2,0,Completed,2.5,1.53,,,2.5,1.65,2.32,1.59,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Sonego L.,138,62,451,850,6,3,7,6,,,,,,,2,0,Completed,1.67,2.2,,,1.73,2.2,1.68,2.15,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Basilashvili N.,83,120,698,516,7,6,7,6,,,,,,,2,0,Completed,1.57,2.38,,,1.62,2.4,1.56,2.37,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Tirante T.A.,Bautista Agut R.,75,93,765,649,6,2,6,4,,,,,,,2,0,Completed,1.44,2.75,,,1.57,2.75,1.49,2.57,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Moller E.,Cina F.,169,205,364,285,6,4,7,6,,,,,,,2,0,Completed,1.57,2.38,,,1.62,2.5,1.56,2.37,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Hurkacz H.,Faria J.,63,136,845,459,6,3,6,3,,,,,,,2,0,Completed,1.36,3.2,,,1.37,3.25,1.35,3.13,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Bonzi B.,Droguet T.,104,113,616,571,6,7,7,6,6,4,,,,,2,1,Completed,2.2,1.67,,,2.2,1.7,2.15,1.68,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Machac T.,Comesana F.,41,105,1080,610,3,6,7,6,6,3,,,,,2,1,Completed,1.4,3,,,1.46,3,1.41,2.81,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Jodar R.,De Jong J.,42,109,1080,588,2,6,7,5,6,4,,,,,2,1,Completed,1.17,5,,,1.17,5.5,1.15,5.1,,
24,Madrid,Mutua Madrid Open,4/22/2026,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,Royer V.,43,72,1068,794,6,2,6,4,,,,,,,2,0,Completed,1.3,3.5,,,1.36,3.5,1.33,3.28,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Kecmanovic M.,47,65,983,835,6,4,7,5,,,,,,,2,0,Completed,2,1.8,,,2.1,1.85,1.99,1.79,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,Fucsovics M.,94,54,646,887,4,6,7,6,6,2,,,,,2,1,Completed,1.8,2,,,1.91,2,1.82,1.95,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Blockx A.,Garin C.,69,85,814,679,4,6,7,5,7,5,,,,,2,1,Completed,1.67,2.2,,,1.67,2.38,1.61,2.27,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Hanfmann Y.,Giron M.,60,76,857,750,6,4,6,7,7,5,,,,,2,1,Completed,1.36,3.2,,,1.38,3.3,1.35,3.11,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Marozsan F.,Quinn E.,50,48,955,977,7,6,7,6,,,,,,,2,0,Completed,1.73,2.1,,,1.73,2.2,1.69,2.13,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Shevchenko A.,38,82,1135,704,6,4,6,1,,,,,,,2,0,Completed,1.44,2.75,,,1.47,2.85,1.43,2.74,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Navone M.,Borges N.,45,49,1055,970,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,,,1.56,2.7,1.5,2.54,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Damm M.,Popyrin A.,126,56,499,870,7,6,6,4,,,,,,,2,0,Completed,2.63,1.5,,,2.75,1.53,2.53,1.5,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Vallejo D.,Dimitrov G.,96,137,640,455,6,4,6,4,,,,,,,2,0,Completed,1.91,1.91,,,2.06,1.91,1.9,1.87,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Kypson P.,80,90,715,653,3,6,7,6,7,6,,,,,2,1,Completed,1.36,3.2,,,1.37,3.25,1.36,3.07,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Gaubas V.,Baez S.,124,64,503,840,7,5,6,1,,,,,,,2,0,Completed,3.2,1.36,,,3.25,1.4,3.06,1.36,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Altmaier D.,67,55,816,880,6,4,6,4,,,,,,,2,0,Completed,1.67,2.2,,,1.7,2.25,1.65,2.2,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Monfils G.,57,200,865,290,6,3,6,4,,,,,,,2,0,Completed,1.5,2.63,,,1.53,2.63,1.51,2.52,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Merida Aguilar D.,Trungelliti M.,102,77,632,737,6,4,1,6,7,6,,,,,2,1,Completed,1.67,2.2,,,1.7,2.3,1.64,2.21,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Walton A.,Landaluce M.,117,99,547,634,6,2,6,3,,,,,,,2,0,Completed,4.5,1.2,,,4.8,1.23,4.39,1.2,,
24,Madrid,Mutua Madrid Open,4/23/2026,Masters 1000,Outdoor,Clay,1st Round,3,Budkov Kjaer N.,Opelka R.,140,70,451,803,5,3,,,,,,,,,0,0,Retired,1.91,1.91,,,2.15,1.91,1.96,1.81,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Michelsen A.,Struff J.L.,37,81,1200,709,6,2,6,1,,,,,,,2,0,Completed,2.1,1.73,,,2.2,1.73,2.15,1.68,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Griekspoor T.,Dzumhur D.,33,84,1340,694,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,,,1.55,2.63,1.52,2.5,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Hurkacz H.,9,63,3715,845,6,4,7,6,,,,,,,2,0,Completed,1.53,2.5,,,1.57,2.5,1.55,2.4,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Nava E.,Vacherot V.,116,17,549,2168,6,7,7,6,6,3,,,,,2,1,Completed,3.75,1.29,,,3.75,1.33,3.58,1.29,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Rinderknech A.,Lajovic D.,26,138,1716,451,6,3,6,2,,,,,,,2,0,Completed,1.57,2.38,,,1.6,2.43,1.57,2.37,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Moller E.,Diallo G.,169,36,364,1200,7,5,3,3,,,,,,,1,0,Retired,2.2,1.67,,,2.3,1.67,2.22,1.63,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Prizmic D.,Shelton B.,87,6,670,4070,6,4,6,7,7,6,,,,,2,1,Completed,2.75,1.44,,,2.8,1.5,2.67,1.46,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Lehecka J.,Tabilo A.,14,43,2540,1068,3,6,7,6,6,4,,,,,2,1,Completed,1.62,2.3,,,1.73,2.3,1.65,2.22,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Fils A.,Buse I.,25,58,1740,864,6,7,7,6,7,5,,,,,2,1,Completed,1.14,5.5,,,1.17,5.5,1.15,5.31,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Bonzi B.,1,104,13350,616,6,7,6,1,6,4,,,,,2,1,Completed,-,34,,,1.02,51,1.01,25.17,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Etcheverry T.,Ofner S.,29,83,1590,698,6,4,6,4,,,,,,,2,0,Completed,1.57,2.38,,,1.57,2.5,1.55,2.41,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Kopriva V.,Rublev A.,66,12,826,2630,6,3,6,4,,,,,,,2,0,Completed,3.5,1.3,,,3.75,1.3,3.51,1.29,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Machac T.,23,41,1868,1080,6,2,6,7,7,6,,,,,2,1,Completed,2.2,1.67,,,2.2,1.73,2.15,1.67,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Jodar R.,De Minaur A.,42,8,1080,3845,6,3,6,1,,,,,,,2,0,Completed,2.1,1.73,,,2.1,1.83,2.02,1.77,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Fonseca J.,Cilic M.,31,51,1415,950,,,,,,,,,,,,,Walkover,1.25,4,,,1.25,4.2,1.24,3.96,,
24,Madrid,Mutua Madrid Open,4/24/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Tirante T.A.,Paul T.,75,18,765,2065,7,5,6,4,,,,,,,2,0,Completed,2.75,1.44,,,3,1.44,2.88,1.4,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Carreno Busta P.,24,94,1820,646,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,,,1.5,2.8,1.45,2.7,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Hanfmann Y.,20,60,1920,857,6,1,7,5,,,,,,,2,0,Completed,1.36,3.2,,,1.37,3.3,1.35,3.1,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Walton A.,16,117,2220,547,6,2,6,3,,,,,,,2,0,Completed,1.2,4.5,,,1.21,4.6,1.2,4.35,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Darderi L.,Cerundolo J.M.,22,67,1870,816,6,1,6,3,,,,,,,2,0,Completed,1.57,2.38,,,1.62,2.43,1.57,2.33,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Mensik J.,Damm M.,27,126,1700,499,6,3,6,4,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.75,1.3,3.45,,
24,Madrid,Mutua Madrid Open,4/25/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Munar J.,15,38,2535,1135,6,0,6,1,,,,,,,2,0,Completed,1.3,3.5,,,1.43,3.5,1.36,3.08,,
